station,description,fournisseur_nom,fournisseur_url,plan_deau,dern_valeur_deb,dern_valeur_niv,previsions,dern_date_prise_valeur_utc,refoulement,etat,url_vigilance
"040627","À 0,1 km en aval du pont-route à Chute-Saint-Philippe","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040627,Rivière Kiamika,5.883,47.462,oui,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/300
"011509",À 4 km en amont de l'Assemetquagan,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=011509,Rivière Matapédia,5.519,26.143,oui,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/354
"011707",À 6 km en aval du barrage Témiscouata,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=011707,Rivière Madawaska,7.741,145.666,non,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/339
02OB011,À Lanoraie,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OB011,Fleuve Saint-Laurent,,3.807,non,2025/10/28 17:35:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/563
"020404","À 1,4 km en aval du ruisseau Dinner Island","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=020404,Rivière York,1.394,46.218,oui,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/462
"030215","À 1,3 km en aval du pont-route 143 à Waterville","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030215,Rivière Coaticook,1.591,184.168,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/85
"060102",À 1 km en aval de la confluence avec la décharge du lac à David,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=060102,Rivière Petit Saguenay,1.35,28.189,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/528
"020602","À 1,6 km en amont du ruisseau du Pas de Dame","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=020602,Rivière Dartmouth,0.9623,29.009,oui,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/199
"023004","À 0,1 km en aval du pont de train à Saint-Charles-de-Bellechasse","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023004,Rivière Boyer,0.4246,47.158,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/452
"023106","À 1,0 km en amont du pont-route Rang du Sault à Saint-Raphaël","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023106,Rivière du Sud,1.686,27.776,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/433
"030120","À 6,5 km en aval de Saint-Albert","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030120,Rivière Nicolet,2.069,47.737,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/880
"023428",Au pont-route à Saint-Côme-Linière,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023428,Rivière du Loup,1.456,46.797,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/882
"023303",Au pont-route 173 à Saint-Henri-de-Lévis,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023303,Rivière Etchemin,2.652,80.863,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/341
"040107",Au lac des Sables à Sainte-Agathe-des-Monts,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040107,Lac des Sables,,376.719,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/104
"040108",Au lac Masson à Sainte-Marguerite-du-Lac-Masson,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040108,Rivière du Nord,,335.107,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/44
"040109",Au lac Théodore à Val-Morin,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040109,Lac Théodore,,365.939,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/388
"040110","À 4,8 km en amont du pont du C.N. à Saint-Jérôme","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040110,Rivière du Nord,7.615,97.818,oui,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/176
"040122","À 0,5 km en aval du pont du C.P. près de Sainte-Agathe-des-Monts","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040122,Rivière du Nord,2.351,328.453,oui,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/203
"104001","À 40,2 km de l'embouchure de la rivière à la Baleine","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=104001,Rivière à la Baleine,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/332
"023450",Au pont-route Saint-Charles à Saint-Patrice-de-Beaurivage,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023450,Rivière Beaurivage,0.2467,48.137,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/883
"050304","À 3,4 km en aval de la rivière des Envies","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050304,Rivière Batiscan,25,94.273,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/206
"050408","À 1,3 km en aval du barrage à Chute-Panet","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050408,Rivière Sainte-Anne,18.48,26.993,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/365
"050409","À 4,5 km en amont de la Mauvaise","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050409,Rivière Bras du Nord,6.104,28.103,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/463
"050805",Au lac Saint-Joseph à Sainte-Catherine-de-la-Jacques-Cartier,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050805,Lac Saint-Joseph,,158.512,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/165
"03460",À Port-Alfred,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03460,Rivière Saguenay,,1.56,oui,2025/10/28 18:25:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/813
"064101",À 150 m en amont du pont du 3e rang à Saint-Prime,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=064101,Rivière aux Iroquois,1.084,46.95,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/456
"071203",À la décharge du lac Inconnu à Baie-Comeau,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=071203,Rivière aux Anglais,3.049,49.011,non,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/399
"080106","À 1,1 km en amont du pont de la route 117","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080106,Rivière Bourlamaque,1.018,49.481,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/160
"080707","À 7,7 km en amont du lac Matagami","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080707,Rivière Bell,123.8,249.215,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/187
"080718",À la tête de la chute Rouge,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080718,Rivière Waswanipi,312.1,25.861,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/319
"080809",À la sortie du lac Kenoniska,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080809,Rivière Broadback,133.7,28.401,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/71
"051001","À 0,6 km en aval du barrage des Marches-Naturelles","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051001,Rivière Montmorency,16.79,26.708,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/402
"030304","À 7,6 km de la Yamaska","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030304,Rivière Noire,2.767,32.864,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/377
"073503",À la décharge du lac Magpie,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=073503,Lac Magpie,78.62,27.5,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/359
"076601","À 0,5 km du ruisseau Chanion","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=076601,Rivière Saint-Paul,49.51,26.324,non,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/408
"046404",À 500 m en amont de l'autoroute 640                                                                                                                                                                                                                           ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=046404,Rivière Mascouche,1.088,45.13,non,2025/10/28 15:30:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/908
"043005",À Laforce,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043005,Lac Simard,,262.369,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/310
"023702",À 250 m du pont-route 265 à Deschaillons,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023702,Petite rivière du Chêne,1.112,15.073,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/94
"030201",Au lac Saint-François à Saint-Joseph-de-Coleraine,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030201,Rivière Saint-François,,288.234,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/210
"030220","À 1,6 km en aval du lac Massawippi","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030220,Rivière Massawippi,0.1253,28.463,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/484
"071801",À environ 6.3 km de l'embouchure,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=071801,Rivière Riverin,2.276,49.903,non,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/894
"030314",Au pont-route 202 à Cowansville,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030314,Rivière Yamaska Sud-Est,0.5613,30.107,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/355
"030326",Sur la rivière Yamaska Nord à Roxton Pond,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030326,Rivière Yamaska Nord,,140.315,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/158
"051004","À 0,2 km en amont du chemin du Belvédère","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051004,Ruisseau des Aulnaies,0.0123,28.852,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/294
"030340","À 2,4 km en amont de l'autoroute 10","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030340,Rivière Yamaska Nord,1.308,93.718,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/889
02OA003,À Bois-des-Filion,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OA003,Rivière des Mille Îles,40.7,19.154,non,2025/10/28 17:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/556
02LA015,À la marina de Hull,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02LA015,Rivière des Outaouais,,41.242,non,2025/10/28 17:50:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/550
02OA016,"À Montréal, près du boulevard LaSalle",Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OA016,Fleuve Saint-Laurent,7040,18.502,non,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/559
02OA033,À Sainte-Anne-de-Bellevue,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OA033,Lac Saint-Louis,106,20.689,non,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/561
"040829",Au lac des Trente et Un Milles à Sainte-Thérèse-de-la-Gatineau,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040829,Lac des Trente et Un Milles,,161.816,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/438
"042611",Au lac Kipawa à Kipawa,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=042611,Lac Kipawa,,269.062,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/497
"043003",À la sortie du lac Granet,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043003,Rivière des Outaouais,140,28.346,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/101
"023402",Au pont-route 218 à Saint-Lambert-de-Lauzon,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023402,Rivière Chaudière,8.669,112.066,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/492
"023422","À 6,3 km en amont du pont-route 173 à Saint-Georges","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023422,Rivière Famine,0.98,26.912,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/428
"061502",À 9 km en amont de l'embouchure de la rivière Métabetchouane,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061502,Rivière Métabetchouane,12.1,27.362,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/412
"043004",À la pointe du Pin Rouge,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043004,Rivière des Outaouais,,262.39,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/83
"103702","À 1,0 km en amont de la chute de la Pyrite","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=103702,Rivière Caniapiscau,,,non,,non,Désactivée,https://vigilance.geo.msp.gouv.qc.ca/stations/157
"030353",Au pont du Chemin de Matapédia,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030353,Rivière Yamaska,0.7458,49,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/872
02OJ016,À Saint-Jean-sur-Richelieu,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OJ016,Rivière Richelieu,,28.3228,oui,2025/10/28 17:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/569
"051305",À 80 m en amont du pont du village de Saint-Urbain,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051305,Rivière du Gouffre,3.052,47.335,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/886
"030302","À 0,6 km en amont du pont-route de la 235 à Farnham","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030302,Rivière Yamaska,3.995,62.666,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/111
"030202",Au lac Aylmer à Weedon,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030202,Rivière Saint-François,,247.331,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/349
"030299",Au pont du boulevard des Pins à Drummondville,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030299,Rivière Saint-Germain,0.5783,47.799,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/870
"011508",Au pont couvert en amont d'Amqui,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=011508,Rivière Matapédia,0.4699,156.371,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/330
"040830",À la tête des rapides Ceizur,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040830,Rivière Gatineau,46.42,26.114,oui,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/442
"041902",À la sortie du lac Robinson,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=041902,Rivière Dumoine,10.25,27.269,oui,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/215
"050917",À 1.5 km en amont de l'autoroute Laurentienne                                                                                                                                                                                                                 ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050917,Rivière Jaune,0.7471,46.242,oui,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/910
"052811",À l'église de Saint-Alexis-des-Monts                                                                                                                                                                                                                          ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=052811,Lac Saint-Alexis,,156.443,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/911
"040407",Au barrage                                                                                                                                                                                                                                                    ,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040407,Lac Barrière,,197.83,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/906
"096102","À la station de pompage, près de l'aéroport d'Inukjuak","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=096102,Rivière Innuksuac,155.4,10.038,non,2025/10/28 15:00:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/895
"042609",Au lac Kipawa à Laniel,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=042609,Lac Kipawa,,269.029,non,2025/10/28 15:15:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/181
"03110","Fleuve Saint, à Saint-Laurent, Île d'Orléans",Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03110,Fleuve Saint-Laurent,,2.271,oui,2025/10/28 17:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/797
"03353",À Bécancour,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/03353,Fleuve Saint-Laurent,,0.084,oui,2025/10/28 18:25:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/857
"02985",À Rimouski,Service hydrographique du Canada,https://www.marees.gc.ca/fr/stations/02985,Fleuve Saint-Laurent,,1.446,oui,2025/10/28 17:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/789
02OA039,À Pointe-Claire,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OA039,Lac Saint-Louis,,20.681,non,2025/10/28 17:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/562
"030348",À 30 mètres en aval du pont-route de Saint-Valérien-de-Milton,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030348,Ruisseau Runnels,0.0797,45.427,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/871
"052235","Au pont-route du chemin du Vieux-Moulin à 0,2 km de la route 343","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=052235,Ruisseau Saint-Pierre,0.3219,48.928,non,2025/10/28 15:45:00,non,État inconnu,https://vigilance.geo.msp.gouv.qc.ca/stations/892
"023401","À 1,1 km en aval du pont-route 171 à Saint-Étienne","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023401,Rivière Beaurivage,1.319,89.416,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/159
"011003","À 2,5 km en aval du ruisseau Berry","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=011003,Rivière Cascapédia,9.734,46.493,oui,2025/10/28 15:00:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/435
"011204","À 0,2 km en amont du pont-route 132 à Nouvelle","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=011204,Rivière Nouvelle,5.285,28.885,oui,2025/10/28 15:30:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/42
02OE012,À Memphrémagog,Environnement Canada,https://eau.ec.gc.ca/report/real_time_f.html?stn=02OE012,Lac Memphrémagog,,207.108,non,2025/10/28 17:50:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/564
"024003","À 2,1 km en amont de la rivière Palmer","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=024003,Rivière Bécancour,1.923,181.743,oui,2025/10/28 15:45:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/436
"022505","À 0,2 km en aval du barrage Morin","Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",http://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022505,Rivière Fourchue,2.307,180.202,non,2025/10/28 15:15:00,non,État normal,https://vigilance.geo.msp.gouv.qc.ca/stations/516
